"Station" "Month" "Latitude" "Longitude" "Chla" "Temp" "X" "reg_Temp" "reg_Chla"
"56" "130" 2015-09-01 51.27083333 2.905 11.2286787033081 NA 21 15.7447499434153 11.2286787033081
"57" "130" 2015-10-01 51.27083333 2.905 3.55890822410583 NA 22 13.7344249486923 3.55890822410583
"58" "130" 2015-11-01 51.27083333 2.905 3.67688298225403 NA 23 11.7240999539693 3.67688298225403
"59" "130" 2015-12-01 51.27083333 2.905 1.26433575153351 NA 24 9.71377495924632 1.26433575153351
"60" "130" 2016-01-01 51.27083333 2.905 1.57918989658356 7.70344996452332 25 7.70344996452332 1.57918989658356
"61" "130" 2016-02-01 51.27083333 2.905 1.72677767276764 6.50403995513916 26 6.50403995513916 1.72677767276764
"62" "130" 2016-03-01 51.27083333 2.905 6.72186899185181 7.36189810911814 27 7.36189810911814 6.72186899185181
"63" "130" 2016-04-01 51.27083333 2.905 NA 9.81389975547791 28 9.81389975547791 6.63369488716125
"64" "130" 2016-05-01 51.27083333 2.905 6.5455207824707 12.9742334683736 29 12.9742334683736 6.5455207824707
"65" "130" 2016-06-01 51.27083333 2.905 11.4872531890869 16.1511429832095 30 16.1511429832095 11.4872531890869
"66" "130" 2016-07-01 51.27083333 2.905 5.26199817657471 20.6674499511719 31 20.6674499511719 5.26199817657471
"67" "130" 2016-08-01 51.27083333 2.905 NA 18.9920501708984 32 18.9920501708984 4.87802386283875
"68" "130" 2016-09-01 51.27083333 2.905 4.49404954910278 19.2934999465942 33 19.2934999465942 4.49404954910278
"69" "130" 2016-10-01 51.27083333 2.905 3.91722726821899 12.83451684316 34 12.83451684316 3.91722726821899
"70" "130" 2016-11-01 51.27083333 2.905 1.1019891500473 10.4019498825073 35 10.4019498825073 1.1019891500473
"71" "130" 2016-12-01 51.27083333 2.905 1.95470774173737 6.93388342857361 36 NA NA
"72" "130" 2017-03-01 51.27083333 2.905 9.17598533630371 NA 39 NA NA
"73" "130" 2014-02-01 51.27083333 2.905 NA NA 2 8.19287514686585 14.7464537620545
"74" "130" 2015-01-01 51.27083333 2.905 NA NA 13 6.62444972991944 1.33628791570663
"75" "215" 2014-01-01 51.27666667 2.61333333 1.17371809482574 8.8754997253418 1 8.8754997253418 1.17371809482574
"76" "215" 2014-03-01 51.27666667 2.61333333 NA 8.44789981842041 3 8.44789981842041 3.80353057384491
"77" "215" 2014-04-01 51.27666667 2.61333333 5.11843681335449 11.1135997772217 4 11.1135997772217 5.11843681335449
"78" "215" 2014-05-01 51.27666667 2.61333333 0.928661584854126 14.4552001953125 5 14.4552001953125 0.928661584854126
"79" "215" 2014-06-01 51.27666667 2.61333333 10.8631801605225 18.1228008270264 6 18.1228008270264 10.8631801605225
"80" "215" 2014-07-01 51.27666667 2.61333333 2.14031887054443 19.733699798584 7 19.733699798584 2.14031887054443
"81" "215" 2014-08-01 51.27666667 2.61333333 1.1917142868042 17.9691009521484 8 17.9691009521484 1.1917142868042
"82" "215" 2014-11-01 51.27666667 2.61333333 1.54078960418701 13.1319999694824 11 13.1319999694824 1.54078960418701
"83" "215" 2014-12-01 51.27666667 2.61333333 1.15469288825989 NA 12 12.5933399200439 1.15469288825989
"84" "215" 2015-02-01 51.27666667 2.61333333 4.14755344390869 NA 14 11.516019821167 4.14755344390869
"85" "215" 2015-03-01 51.27666667 2.61333333 2.25416231155396 NA 15 10.9773597717285 2.25416231155396
"86" "215" 2015-04-01 51.27666667 2.61333333 22.3169097900391 10.43869972229 16 10.43869972229 22.3169097900391
"87" "215" 2015-05-01 51.27666667 2.61333333 1.06300258636475 12.4162998199463 17 12.4162998199463 1.06300258636475
"88" "215" 2015-06-01 51.27666667 2.61333333 4.10454177856445 16.4165000915527 18 16.4165000915527 4.10454177856445
"89" "215" 2015-07-01 51.27666667 2.61333333 4.62646484375 18.12380027771 19 18.12380027771 4.62646484375
"90" "215" 2015-08-01 51.27666667 2.61333333 2.6323139667511 NA 20 NA 2.6323139667511
"91" "215" 2015-09-01 51.27666667 2.61333333 3.70637679100037 NA 21 NA 3.70637679100037
"92" "215" 2015-10-01 51.27666667 2.61333333 3.07226181030273 NA 22 NA 3.07226181030273
"93" "215" 2015-11-01 51.27666667 2.61333333 1.29772341251373 NA 23 NA 1.29772341251373
"94" "215" 2015-12-01 51.27666667 2.61333333 0.689973115921021 NA 24 NA 0.689973115921021
"95" "215" 2016-02-01 51.27666667 2.61333333 1.88322079181671 NA 26 NA 1.88322079181671
"96" "215" 2016-03-01 51.27666667 2.61333333 1.95947456359863 NA 27 NA 1.95947456359863
"97" "215" 2016-04-01 51.27666667 2.61333333 NA NA 28 NA 1.50859367847442
"98" "215" 2016-05-01 51.27666667 2.61333333 1.05771279335022 NA 29 NA 1.05771279335022
"99" "215" 2016-06-01 51.27666667 2.61333333 5.59726858139038 NA 30 NA 5.59726858139038
"100" "215" 2016-07-01 51.27666667 2.61333333 1.45018720626831 NA 31 NA 1.45018720626831
"101" "215" 2016-08-01 51.27666667 2.61333333 1.34304928779602 NA 32 NA 1.34304928779602
"102" "215" 2016-09-01 51.27666667 2.61333333 2.80662870407104 NA 33 NA NA
"103" "215" 2016-10-01 51.27666667 2.61333333 4.61888456344604 NA 34 NA NA
"104" "215" 2016-11-01 51.27666667 2.61333333 0.585431754589081 NA 35 NA NA
"105" "215" 2016-12-01 51.27666667 2.61333333 1.27613043785095 NA 36 NA NA
"106" "215" 2017-03-01 51.27666667 2.61333333 8.64932823181152 NA 39 NA NA
"107" "215" 2014-02-01 51.27666667 2.61333333 NA NA 2 8.66169977188111 2.48862433433532
"108" "215" 2014-09-01 51.27666667 2.61333333 NA NA 9 16.3567339579264 1.3080727259318
"109" "215" 2014-10-01 51.27666667 2.61333333 NA NA 10 14.7443669637044 1.42443116505941
"110" "215" 2015-01-01 51.27666667 2.61333333 NA NA 13 12.0546798706054 2.65112316608429
"111" "215" 2016-01-01 51.27666667 2.61333333 NA NA 25 NA 1.28659695386887
"112" "230" 2014-01-01 51.30833333 2.85 1.34457576274872 8.06219959259033 1 8.06219959259033 1.34457576274872
"113" "230" 2014-03-01 51.30833333 2.85 9.10520267486572 8.39319968223572 3 8.39319968223572 9.10520267486572
"114" "230" 2014-04-01 51.30833333 2.85 21.9639263153076 11.1527996063232 4 11.1527996063232 21.9639263153076
"115" "230" 2014-05-01 51.30833333 2.85 2.31949424743652 15.2215003967285 5 15.2215003967285 2.31949424743652
"116" "230" 2014-06-01 51.30833333 2.85 14.5043973922729 NA 6 17.661600112915 14.5043973922729
"117" "230" 2014-07-01 51.30833333 2.85 1.81617259979248 20.1016998291016 7 20.1016998291016 1.81617259979248
"118" "230" 2014-08-01 51.30833333 2.85 2.16653656959534 17.2430992126465 8 17.2430992126465 2.16653656959534
"119" "230" 2014-09-01 51.30833333 2.85 3.31058239936829 NA 9 15.9473495483398 3.31058239936829
"120" "230" 2014-10-01 51.30833333 2.85 3.43889856338501 14.6515998840332 10 14.6515998840332 3.43889856338501
"121" "230" 2014-11-01 51.30833333 2.85 2.45087480545044 12.1546001434326 11 12.1546001434326 2.45087480545044
"122" "230" 2014-12-01 51.30833333 2.85 1.90890049934387 8.88599967956543 12 8.88599967956543 1.90890049934387
"123" "230" 2015-02-01 51.30833333 2.85 1.6442745923996 NA 14 7.46339988708496 1.6442745923996
"124" "230" 2015-03-01 51.30833333 2.85 35.0975189208984 6.75209999084473 15 6.75209999084473 35.0975189208984
"125" "230" 2015-04-01 51.30833333 2.85 53.6294021606445 10.6028003692627 16 10.6028003692627 53.6294021606445
"126" "230" 2015-05-01 51.30833333 2.85 11.0847206115723 13.645299911499 17 13.645299911499 11.0847206115723
"127" "230" 2015-06-01 51.30833333 2.85 2.48616886138916 16.511999130249 18 16.511999130249 2.48616886138916
"128" "230" 2015-07-01 51.30833333 2.85 1.66926229000092 19.4386005401611 19 19.4386005401611 1.66926229000092
"129" "230" 2015-08-01 51.30833333 2.85 4.08487939834595 NA 20 17.5458504358927 4.08487939834595
"130" "230" 2015-09-01 51.30833333 2.85 6.87940883636475 NA 21 15.6531003316243 6.87940883636475
"131" "230" 2015-10-01 51.30833333 2.85 4.12911987304688 NA 22 13.7603502273559 4.12911987304688
"132" "230" 2015-11-01 51.30833333 2.85 1.8974289894104 NA 23 11.8676001230876 1.8974289894104
"133" "230" 2015-12-01 51.30833333 2.85 0.719490706920624 NA 24 9.97485001881917 0.719490706920624
"134" "230" 2016-01-01 51.30833333 2.85 1.5090856552124 8.08209991455078 25 8.08209991455078 1.5090856552124
"135" "230" 2016-02-01 51.30833333 2.85 1.88322079181671 6.80713005065918 26 6.80713005065918 1.88322079181671
"136" "230" 2016-03-01 51.30833333 2.85 5.05242347717285 7.47610020637513 27 7.47610020637513 5.05242347717285
"137" "230" 2016-04-01 51.30833333 2.85 NA 9.57400035858154 28 9.57400035858154 5.29717350006104
"138" "230" 2016-05-01 51.30833333 2.85 5.54192352294922 12.8795000712077 29 12.8795000712077 5.54192352294922
"139" "230" 2016-06-01 51.30833333 2.85 8.09273338317871 15.7782610151503 30 15.7782610151503 8.09273338317871
"140" "230" 2016-07-01 51.30833333 2.85 2.22119688987732 19.9668006896973 31 19.9668006896973 2.22119688987732
"141" "230" 2016-08-01 51.30833333 2.85 NA 18.8071994781494 32 18.8071994781494 2.53471863269806
"142" "230" 2016-09-01 51.30833333 2.85 2.8482403755188 NA 33 15.9474657376607 2.8482403755188
"143" "230" 2016-10-01 51.30833333 2.85 2.84106588363647 13.087731997172 34 13.087731997172 2.84106588363647
"144" "230" 2016-11-01 51.30833333 2.85 0.943578243255615 10.8218400192261 35 10.8218400192261 0.943578243255615
"145" "230" 2016-12-01 51.30833333 2.85 1.54958701133728 7.33355009555817 36 NA NA
"146" "230" 2017-03-01 51.30833333 2.85 7.54537439346313 NA 39 NA NA
"147" "230" 2014-02-01 51.30833333 2.85 NA NA 2 8.22769963741302 5.22488921880722
"148" "230" 2015-01-01 51.30833333 2.85 NA NA 13 8.1746997833252 1.77658754587174
"149" "330" 2014-01-01 51.43333333 2.80833333 1.12171792984009 9.05860042572021 1 9.05860042572021 1.12171792984009
"150" "330" 2014-03-01 51.43333333 2.80833333 7.76836204528809 8.60220003128052 3 8.60220003128052 7.76836204528809
"151" "330" 2014-04-01 51.43333333 2.80833333 8.08583450317383 10.6982002258301 4 10.6982002258301 8.08583450317383
"152" "330" 2014-05-01 51.43333333 2.80833333 1.59569358825684 14.7672004699707 5 14.7672004699707 1.59569358825684
"153" "330" 2014-06-01 51.43333333 2.80833333 3.82910919189453 17.4050998687744 6 17.4050998687744 3.82910919189453
"154" "330" 2014-07-01 51.43333333 2.80833333 1.95441138744354 19.4708003997803 7 19.4708003997803 1.95441138744354
"155" "330" 2014-08-01 51.43333333 2.80833333 3.18187713623047 17.7287998199463 8 17.7287998199463 3.18187713623047
"156" "330" 2014-09-01 51.43333333 2.80833333 NA 17.9643001556396 9 17.9643001556396 2.5276427268982
"157" "330" 2014-10-01 51.43333333 2.80833333 1.87340831756592 15.8308000564575 10 15.8308000564575 1.87340831756592
"158" "330" 2014-11-01 51.43333333 2.80833333 1.52520191669464 13.3172998428345 11 13.3172998428345 1.52520191669464
"159" "330" 2014-12-01 51.43333333 2.80833333 1.80578148365021 9.08689975738525 12 9.08689975738525 1.80578148365021
"160" "330" 2015-02-01 51.43333333 2.80833333 1.79911661148071 NA 14 9.59714984893797 1.79911661148071
"161" "330" 2015-04-01 51.43333333 2.80833333 7.34885025024414 10.1073999404907 16 10.1073999404907 7.34885025024414
"162" "330" 2015-05-01 51.43333333 2.80833333 4.09225273132324 12.601900100708 17 12.601900100708 4.09225273132324
"163" "330" 2015-06-01 51.43333333 2.80833333 1.01999092102051 15.8982000350952 18 15.8982000350952 1.01999092102051
"164" "330" 2015-07-01 51.43333333 2.80833333 1.58938348293304 19.2576007843018 19 19.2576007843018 1.58938348293304
"165" "330" 2015-08-01 51.43333333 2.80833333 4.4781289100647 NA 20 17.3098506927491 4.4781289100647
"166" "330" 2015-09-01 51.43333333 2.80833333 3.37703013420105 NA 21 15.3621006011963 3.37703013420105
"167" "330" 2015-10-01 51.43333333 2.80833333 1.98099446296692 NA 22 13.4143505096436 1.98099446296692
"168" "330" 2015-11-01 51.43333333 2.80833333 0.874980211257935 NA 23 11.4666004180908 0.874980211257935
"169" "330" 2015-12-01 51.43333333 2.80833333 0.605110108852386 NA 24 9.51885032653809 0.605110108852386
"170" "330" 2016-01-01 51.43333333 2.80833333 1.00722229480743 7.57110023498535 25 7.57110023498535 1.00722229480743
"171" "330" 2016-02-01 51.43333333 2.80833333 1.80459678173065 7.47695016860962 26 7.47695016860962 1.80459678173065
"172" "330" 2016-03-01 51.43333333 2.80833333 3.01325178146362 7.5676212991987 27 7.5676212991987 3.01325178146362
"173" "330" 2016-04-01 51.43333333 2.80833333 NA 9.62835001945495 28 9.62835001945495 1.81656035780906
"174" "330" 2016-05-01 51.43333333 2.80833333 0.61986893415451 11.7865750789643 29 11.7865750789643 0.61986893415451
"175" "330" 2016-06-01 51.43333333 2.80833333 11.7627506256104 15.2048645514029 30 15.2048645514029 11.7627506256104
"176" "330" 2016-07-01 51.43333333 2.80833333 5.71226406097412 19.293399810791 31 19.293399810791 5.71226406097412
"177" "330" 2016-08-01 51.43333333 2.80833333 NA 19.0064249038696 32 19.0064249038696 5.10530916849772
"178" "330" 2016-09-01 51.43333333 2.80833333 NA 19.7974328994751 33 19.7974328994751 4.49835427602132
"179" "330" 2016-10-01 51.43333333 2.80833333 3.89139938354492 15.2006226301193 34 15.2006226301193 3.89139938354492
"180" "330" 2016-11-01 51.43333333 2.80833333 0.67152464389801 10.4614829624241 35 NA NA
"181" "330" 2016-12-01 51.43333333 2.80833333 0.860881626605988 7.59222305738009 36 NA NA
"182" "330" 2017-03-01 51.43333333 2.80833333 NA NA 39 NA NA
"183" "330" 2014-02-01 51.43333333 2.80833333 NA NA 2 8.83040022850036 4.44503998756409
"184" "330" 2015-01-01 51.43333333 2.80833333 NA NA 13 9.34202480316161 1.80244904756546
"185" "330" 2015-03-01 51.43333333 2.80833333 NA NA 15 9.85227489471434 4.57398343086242
"186" "421" 2014-01-01 51.4805 2.45 0.690859377384186 9.81620025634766 1 9.81620025634766 0.690859377384186
"187" "421" 2014-04-01 51.4805 2.45 2.42315864562988 10.4899997711182 4 10.4899997711182 2.42315864562988
"188" "421" 2014-06-01 51.4805 2.45 0.741849422454834 16.1082992553711 6 16.1082992553711 0.741849422454834
"189" "421" 2015-02-01 51.4805 2.45 2.09405374526978 NA 14 NA NA
"190" "421" 2015-06-01 51.4805 2.45 1.00278627872467 14.8094997406006 18 NA NA
"191" "421" 2015-09-01 51.4805 2.45 2.31156992912292 NA 21 NA NA
"192" "421" 2016-02-01 51.4805 2.45 1.23481822013855 8.83086681365967 26 NA NA
"193" "421" 2016-05-01 51.4805 2.45 0.365279912948608 NA 29 NA NA
"194" "421" 2016-09-01 51.4805 2.45 2.17528080940247 18.648099899292 33 NA NA
"195" "421" 2016-10-01 51.4805 2.45 3.9774923324585 15.1720448773483 34 NA NA
"196" "421" 2017-03-01 51.4805 2.45 9.78873062133789 NA 39 NA NA
"197" "421" 2014-02-01 51.4805 2.45 NA NA 2 10.0408000946045 1.26829246679942
"198" "421" 2014-03-01 51.4805 2.45 NA NA 3 10.2653999328614 1.84572555621465
"199" "421" 2014-05-01 51.4805 2.45 NA NA 5 13.2991495132447 1.58250403404236
"200" "421" 2014-07-01 51.4805 2.45 NA NA 7 16.0000659624736 0.910874962806702
"201" "421" 2014-08-01 51.4805 2.45 NA NA 8 15.891832669576 1.07990050315857
"202" "421" 2014-09-01 51.4805 2.45 NA NA 9 15.7835993766785 1.24892604351044
"203" "421" 2014-10-01 51.4805 2.45 NA NA 10 15.6753660837809 1.41795158386231
"204" "421" 2014-11-01 51.4805 2.45 NA NA 11 15.5671327908834 1.58697712421418
"205" "435" 2014-01-01 51.58066667 2.79033333 0.839431285858154 9.4556999206543 1 9.4556999206543 0.839431285858154
"206" "435" 2014-04-01 51.58066667 2.79033333 7.28243446350098 10.399299621582 4 10.399299621582 7.28243446350098
"207" "435" 2014-06-01 51.58066667 2.79033333 0.958897054195404 16.7588996887207 6 16.7588996887207 0.958897054195404
"208" "435" 2014-09-01 51.58066667 2.79033333 3.10322403907776 17.9489002227783 9 17.9489002227783 3.10322403907776
"209" "435" 2015-02-01 51.58066667 2.79033333 2.36687064170837 NA 14 NA NA
"210" "435" 2015-06-01 51.58066667 2.79033333 1.08494734764099 15.1983995437622 18 NA NA
"211" "435" 2015-09-01 51.58066667 2.79033333 2.55033874511719 NA 21 NA NA
"212" "435" 2016-02-01 51.58066667 2.79033333 1.3676472902298 8.47220007578532 26 NA NA
"213" "435" 2016-05-01 51.58066667 2.79033333 0.804353713989258 12.5555500984192 29 NA NA
"214" "435" 2016-09-01 51.58066667 2.79033333 1.46357941627502 19.1037862215723 33 NA NA
"215" "435" 2016-10-01 51.58066667 2.79033333 2.07483911514282 15.1899699211121 34 NA NA
"216" "435" 2017-03-01 51.58066667 2.79033333 10.3035717010498 NA 39 NA NA
"217" "435" 2014-02-01 51.58066667 2.79033333 NA NA 2 9.77023315429687 2.9870990117391
"218" "435" 2014-03-01 51.58066667 2.79033333 NA NA 3 10.0847663879394 5.13476673762004
"219" "435" 2014-05-01 51.58066667 2.79033333 NA NA 5 13.5790996551513 4.12066575884819
"220" "435" 2014-07-01 51.58066667 2.79033333 NA NA 7 17.1555665334066 1.67367271582286
"221" "435" 2014-08-01 51.58066667 2.79033333 NA NA 8 17.5522333780924 2.38844837745031
"222" "435" 2014-10-01 51.58066667 2.79033333 NA NA 10 17.643289036221 2.95595335960388
"223" "435" 2014-11-01 51.58066667 2.79033333 NA NA 11 17.3376778496636 2.80868268013
"224" "435" 2014-12-01 51.58066667 2.79033333 NA NA 12 17.0320666631063 2.66141200065613
"225" "700" 2014-01-01 51.37666667 3.22 0.891431450843811 7.06559991836548 1 7.06559991836548 0.891431450843811
"226" "700" 2014-03-01 51.37666667 3.22 8.78557014465332 7.77214980125427 3 7.77214980125427 8.78557014465332
"227" "700" 2014-04-01 51.37666667 3.22 25.307107925415 11.1056995391846 4 11.1056995391846 25.307107925415
"228" "700" 2014-05-01 51.37666667 3.22 5.01909160614014 15.6831998825073 5 15.6831998825073 5.01909160614014
"229" "700" 2014-06-01 51.37666667 3.22 14.0379076004028 NA 6 17.9887995719909 14.0379076004028
"230" "700" 2014-07-01 51.37666667 3.22 3.27483081817627 20.2943992614746 7 20.2943992614746 3.27483081817627
"231" "700" 2014-08-01 51.37666667 3.22 5.99193954467773 17.3458003997803 8 17.3458003997803 5.99193954467773
"232" "700" 2014-09-01 51.37666667 3.22 3.87545490264893 17.8628005981445 9 17.8628005981445 3.87545490264893
"233" "700" 2014-10-01 51.37666667 3.22 1.48923015594482 14.529899597168 10 14.529899597168 1.48923015594482
"234" "700" 2014-11-01 51.37666667 3.22 2.06237983703613 11.3421001434326 11 11.3421001434326 2.06237983703613
"235" "700" 2014-12-01 51.37666667 3.22 1.53479433059692 6.95319986343384 12 6.95319986343384 1.53479433059692
"236" "700" 2015-02-01 51.37666667 3.22 1.67131042480469 5.10330009460449 14 5.10330009460449 1.67131042480469
"237" "700" 2015-03-01 51.37666667 3.22 16.451961517334 6.58319997787476 15 6.58319997787476 16.451961517334
"238" "700" 2015-04-01 51.37666667 3.22 25.2908592224121 10.7636995315552 16 10.7636995315552 25.2908592224121
"239" "700" 2015-05-01 51.37666667 3.22 4.80501747131348 13.3141002655029 17 13.3141002655029 4.80501747131348
"240" "700" 2015-06-01 51.37666667 3.22 4.05538558959961 16.5520496368408 18 16.5520496368408 4.05538558959961
"241" "700" 2015-07-01 51.37666667 3.22 2.82648086547852 19.8455009460449 19 19.8455009460449 2.82648086547852
"242" "700" 2015-08-01 51.37666667 3.22 8.10339832305908 NA 20 17.6067924499512 8.10339832305908
"243" "700" 2015-09-01 51.37666667 3.22 1.7987813949585 NA 21 15.3680839538574 1.7987813949585
"244" "700" 2015-10-01 51.37666667 3.22 2.34475016593933 NA 22 13.1293754577637 2.34475016593933
"245" "700" 2015-11-01 51.37666667 3.22 2.98869633674622 NA 23 10.8906669616699 2.98869633674622
"246" "700" 2015-12-01 51.37666667 3.22 0.565753400325775 NA 24 8.65195846557617 0.565753400325775
"247" "700" 2016-01-01 51.37666667 3.22 1.35780811309814 6.41324996948242 25 6.41324996948242 1.35780811309814
"248" "700" 2016-02-01 51.37666667 3.22 2.8779628276825 6.30734992027283 26 6.30734992027283 2.8779628276825
"249" "700" 2016-03-01 51.37666667 3.22 20.9139537811279 8.25851993560791 27 8.25851993560791 20.9139537811279
"250" "700" 2016-04-01 51.37666667 3.22 NA 9.3904733022054 28 9.3904733022054 15.3864107131958
"251" "700" 2016-05-01 51.37666667 3.22 9.85886764526367 14.0596499443054 29 14.0596499443054 9.85886764526367
"252" "700" 2016-06-01 51.37666667 3.22 12.3088254928589 16.5359665552775 30 16.5359665552775 12.3088254928589
"253" "700" 2016-07-01 51.37666667 3.22 6.02650356292725 20.2280829747518 31 20.2280829747518 6.02650356292725
"254" "700" 2016-08-01 51.37666667 3.22 NA NA 32 19.6304418245952 6.48771548271179
"255" "700" 2016-09-01 51.37666667 3.22 6.94892740249634 19.0328006744385 33 19.0328006744385 6.94892740249634
"256" "700" 2016-10-01 51.37666667 3.22 3.63886022567749 13.1691665649414 34 13.1691665649414 3.63886022567749
"257" "700" 2016-11-01 51.37666667 3.22 NA 8.79476600161511 35 8.79476600161511 3.93112206459045
